uID,roomNumber,name,licensePlates
569346851,I-430,Người 690,89E-393.57
294368134,T-620,Người 691,29Z-415.71
284742545,U-926,Người 692,94S-861.70
244236266,I-642,Người 693,41I-504.56
593598204,V-438,Người 694,83V-937.15
287119497,U-467,Người 695,13X-970.11
242965074,H-998,Người 696,92H-639.25
368361097,B-970,Người 697,53T-783.73
795742218,H-623,Người 698,35G-650.10
994518900,C-845,Người 699,52G-182.66
208592465,E-374,Người 700,42X-508.34
354240161,Z-483,Người 701,81O-762.63
893556869,J-200,Người 702,34H-728.30
361975356,H-534,Người 703,72M-545.36
645592113,O-300,Người 704,34C-343.28
585778336,Z-889,Người 705,96D-436.55
297857150,T-164,Người 706,57J-583.36
671993283,C-804,Người 707,31O-731.11
041536906,A-691,Người 708,95T-919.98
710495936,L-194,Người 709,60U-110.35
242329640,B-204,Người 710,33D-323.49
250639342,W-347,Người 711,36G-797.71
558652625,J-102,Người 712,86T-304.38
331376184,V-247,Người 713,68Z-492.65
546283540,U-580,Người 714,34T-110.13
326348669,F-174,Người 715,24D-660.61
627554570,Y-136,Người 716,36P-672.42
436105108,I-210,Người 717,45X-762.60
216794895,K-194,Người 718,62V-334.66
593688776,Z-140,Người 719,89J-193.56
610521107,C-848,Người 720,35C-736.48
039144817,W-356,Người 721,58E-735.68
043361484,R-618,Người 722,51Y-193.19
131257534,K-409,Người 723,26H-122.86
410937792,Z-633,Người 724,68A-753.59
175641932,F-468,Người 725,59S-387.22
548942119,J-408,Người 726,22V-547.96
916194658,X-728,Người 727,43G-257.76
619400352,B-531,Người 728,80O-804.29
564381925,T-586,Người 729,47C-213.40
289034769,H-940,Người 730,40C-253.64
312314499,P-978,Người 731,77D-199.21
618745737,V-620,Người 732,41R-519.46
057888239,N-111,Người 733,22O-541.42
365064105,U-316,Người 734,75N-853.42
812349841,R-780,Người 735,98J-280.19
563228060,J-867,Người 736,24F-984.72
923289531,S-398,Người 737,86G-784.93
863048435,O-515,Người 738,91M-431.61
041609432,J-648,Người 739,55W-160.95
224711760,M-847,Người 740,96B-889.24
913923248,F-906,Người 741,65M-191.72
038189691,D-585,Người 742,19H-163.63
732944126,O-954,Người 743,13O-702.14
064997895,T-662,Người 744,79J-979.53
477630721,E-980,Người 745,69V-449.21
209729602,Z-378,Người 746,29T-816.76
771458896,A-971,Người 747,48V-268.76
024745517,X-283,Người 748,22O-186.77
124746606,B-875,Người 749,36G-882.56
650598820,N-129,Người 750,53T-881.29
804246632,O-550,Người 751,24Y-628.71
880774849,E-495,Người 752,88G-560.70
829518224,O-403,Người 753,69V-211.85
974196193,D-209,Người 754,52K-329.47
610859842,T-795,Người 755,35J-282.19
878356205,O-692,Người 756,58E-991.78
235182576,N-838,Người 757,65U-502.72
391298525,I-857,Người 758,58B-486.35
779386268,P-848,Người 759,97Y-219.20
497479367,X-283,Người 760,45Q-260.48
210871803,O-604,Người 761,73E-662.19
940733182,M-299,Người 762,97I-135.97
146606804,J-964,Người 763,80H-831.58
478141311,J-963,Người 764,69L-530.99
562089340,Q-725,Người 765,22D-476.95
180760352,V-615,Người 766,54F-421.70
917657584,W-622,Người 767,78Q-102.81
217690223,C-174,Người 768,68U-804.41
108621634,D-128,Người 769,65K-698.50
191354625,O-260,Người 770,92Q-191.58
070831915,Q-942,Người 771,80I-834.59
581132264,X-851,Người 772,52O-374.47
966933915,J-475,Người 773,38T-795.68
732451667,C-232,Người 774,27Q-919.84
812115163,W-671,Người 775,77O-630.16
132032496,J-115,Người 776,50Z-502.81
908638431,H-946,Người 777,61L-574.84
470835345,Z-206,Người 778,89U-422.72
333519441,E-324,Người 779,93J-878.80
443393125,I-430,Người 780,92F-335.64
022799319,X-364,Người 781,15V-178.40
413491690,B-364,Người 782,75W-754.69
993134353,F-185,Người 783,43V-650.73
455377579,W-205,Người 784,42K-250.40
659017386,T-272,Người 785,42R-683.72
581193366,T-764,Người 786,56E-459.61
305595255,Z-436,Người 787,97Y-469.35
233381859,B-537,Người 788,60A-868.65
910364549,V-469,Người 789,30D-777.22
108721330,Z-830,Người 790,26U-682.45
949451333,Y-545,Người 791,95N-875.99
601330765,L-195,Người 792,33W-173.45
177336213,A-916,Người 793,21C-353.14
918492920,D-344,Người 794,73T-150.86
728061134,Q-475,Người 795,65V-122.16
159042806,E-469,Người 796,75M-359.19
440979843,C-295,Người 797,91A-983.11
493801002,Q-713,Người 798,81H-496.14
642213814,E-814,Người 799,21C-187.16
536340126,E-733,Người 800,54N-203.54
136801439,U-900,Người 801,79F-116.49
305086561,W-497,Người 802,58Q-477.52
073657886,T-842,Người 803,88C-266.18
390593798,S-194,Người 804,18D-179.77
974679837,Q-242,Người 805,64Z-842.80
921752158,H-558,Người 806,59R-483.79
182045884,M-470,Người 807,21H-737.71
763881672,L-841,Người 808,99C-839.86
877955952,F-871,Người 809,85Z-583.43
551049603,T-573,Người 810,61F-421.66
674288817,T-213,Người 811,63A-245.65
916556482,Z-952,Người 812,96N-187.90
208573578,P-651,Người 813,57V-398.46
298147425,E-621,Người 814,49H-322.60
378501576,O-908,Người 815,51G-598.38
330607751,L-662,Người 816,13F-803.39
938924231,L-909,Người 817,98I-765.55
996974393,W-432,Người 818,99N-274.54
280310252,T-107,Người 819,44X-771.93
249690056,C-591,Người 820,24B-264.60
315804667,X-861,Người 821,15R-960.19
692903029,A-309,Người 822,95F-203.50
031115602,Y-391,Người 823,24U-712.85
291925695,P-848,Người 824,97B-983.27
547783276,U-366,Người 825,72O-871.27
800940402,Q-736,Người 826,98X-455.72
826235292,P-681,Người 827,17G-405.80
216086463,E-719,Người 828,54Z-505.61
863506857,Z-687,Người 829,56Q-620.41
538017532,X-510,Người 830,49W-550.12
451014084,T-236,Người 831,12D-299.46
549336374,N-357,Người 832,23T-462.27
105954356,I-806,Người 833,25Z-295.79
857191390,A-229,Người 834,94G-896.76
342509249,A-668,Người 835,33B-646.20
303554578,J-818,Người 836,64Z-911.70
483503915,E-546,Người 837,59O-986.11
330871821,S-720,Người 838,13N-469.80
161059322,Q-336,Người 839,73K-227.80
556318572,M-527,Người 840,13B-804.60
439440287,N-209,Người 841,77V-172.55
842988646,Z-751,Người 842,77E-871.46
792546852,S-104,Người 843,62X-858.50
861738794,C-894,Người 844,79E-149.72
315471518,O-326,Người 845,23Z-522.71
616462566,Z-209,Người 846,48D-352.61
433847067,A-863,Người 847,33R-836.56
863164948,D-636,Người 848,16F-929.75
482773748,X-542,Người 849,68J-840.53
733192025,T-578,Người 850,65S-476.73
063274316,T-957,Người 851,16P-375.37
417774752,E-669,Người 852,67H-659.63
076833635,J-378,Người 853,76A-726.52
714967195,H-630,Người 854,74V-804.28
707177242,C-949,Người 855,44I-507.10
941846046,Z-906,Người 856,87V-333.25
403810253,E-835,Người 857,97G-492.85
446807072,P-907,Người 858,68W-878.22
263384183,B-127,Người 859,32T-244.67
310069286,I-256,Người 860,54C-322.76
762129392,R-322,Người 861,50X-614.84
758493894,J-123,Người 862,91O-947.90
758516603,Q-678,Người 863,10B-881.35
473941956,Q-350,Người 864,67B-483.76
193310209,L-367,Người 865,47N-679.96
901227818,F-257,Người 866,70Z-578.68
403343877,F-683,Người 867,24X-799.66
550944654,Z-557,Người 868,63C-916.81
972733896,T-737,Người 869,61F-535.18
311432685,R-929,Người 870,75Y-764.25
083328178,D-796,Người 871,51R-650.58
544000233,S-882,Người 872,54Y-345.14
638111692,S-394,Người 873,49X-307.32
718498476,Z-247,Người 874,63H-961.40
022109863,P-912,Người 875,73H-541.27
582430536,T-921,Người 876,27I-879.49
008564424,L-701,Người 877,45P-362.77
798267346,P-262,Người 878,86D-542.49
610838566,Q-836,Người 879,82S-709.73
486570351,N-556,Người 880,70D-742.77
321114650,S-411,Người 881,90N-843.28
523973498,K-136,Người 882,21N-494.60
931942655,N-901,Người 883,31N-507.61
733323712,E-591,Người 884,89H-339.22
543376059,T-102,Người 885,85G-342.43
695891109,Z-444,Người 886,71M-737.24
671714616,N-408,Người 887,40Q-274.57
258114699,S-423,Người 888,48G-115.35
104182012,S-254,Người 889,51F-986.87
400485108,K-357,Người 890,83U-845.84
205752672,F-315,Người 891,98Z-614.60
813401512,M-598,Người 892,40N-288.55
235784421,Z-719,Người 893,43Y-632.72
515027225,A-494,Người 894,18F-122.83
771637623,D-452,Người 895,39U-484.28
377008020,X-159,Người 896,97D-183.74
124470987,B-345,Người 897,34W-383.39
216107267,V-937,Người 898,51O-862.30
575617378,A-309,Người 899,64K-155.88
134806908,G-137,Người 900,77I-183.46
536646960,R-293,Người 901,47X-295.60
739022580,E-480,Người 902,33E-734.53
061792898,L-806,Người 903,51V-783.19
411518542,X-196,Người 904,96I-641.40
936828489,A-418,Người 905,47H-788.69
280734132,U-797,Người 906,78K-513.16
107236541,O-572,Người 907,56B-763.12
510116584,J-555,Người 908,49P-711.15
396561733,K-916,Người 909,14W-251.90
836451733,P-374,Người 910,13A-558.25
477309299,R-171,Người 911,80I-923.20
319070008,E-675,Người 912,17Z-633.49
005600490,W-867,Người 913,33E-617.41
903088559,G-144,Người 914,13V-385.81
957198188,B-968,Người 915,90W-831.80
555005449,N-642,Người 916,95Q-797.91
858377777,U-693,Người 917,37O-749.62
717557083,I-518,Người 918,25M-454.29
136330936,H-294,Người 919,13D-778.32
867539365,C-367,Người 920,28L-263.76
413959236,H-445,Người 921,85C-680.17
360805461,Y-570,Người 922,82H-261.38
752395899,X-808,Người 923,34F-627.62
513250925,S-453,Người 924,13E-853.65
043185908,K-728,Người 925,15T-665.32
003928995,A-817,Người 926,35N-331.79
632683595,S-860,Người 927,41C-843.65
248934722,V-647,Người 928,29S-138.74
545795910,H-660,Người 929,92C-292.95
355316385,H-229,Người 930,57X-937.18
306064130,J-377,Người 931,71P-821.93
892388159,N-236,Người 932,74F-502.41
712162232,F-122,Người 933,73L-388.66
806802861,C-716,Người 934,42K-178.17
941054853,J-145,Người 935,60M-850.91
095081598,G-554,Người 936,56J-402.62
876538377,O-765,Người 937,88U-120.27
443111671,T-847,Người 938,24N-772.80
902046801,Y-422,Người 939,10L-318.18
316490483,L-991,Người 940,82G-597.38
425340569,W-764,Người 941,78N-782.89
908085871,X-572,Người 942,84D-956.74
463853101,B-692,Người 943,79V-264.43
174955108,T-519,Người 944,99B-775.13
838779031,Q-295,Người 945,31N-803.74
829509963,T-595,Người 946,82B-834.47
317105514,P-511,Người 947,91S-768.45
049263102,L-356,Người 948,51Q-756.16
253067951,N-903,Người 949,80K-479.79
940944722,C-406,Người 950,34A-172.47
628552251,Y-802,Người 951,97G-736.21
932978823,T-758,Người 952,34J-402.55
954814707,V-788,Người 953,50Z-590.25
648574469,Z-368,Người 954,30B-640.55
767462936,V-872,Người 955,20L-912.74
739246746,M-818,Người 956,50P-938.73
449072513,S-292,Người 957,40W-379.51
681725966,G-641,Người 958,26J-247.59
875802214,C-893,Người 959,53P-542.64
285744785,I-440,Người 960,90C-474.64
363796988,L-186,Người 961,39S-347.90
671622955,O-921,Người 962,43C-296.14
286625713,M-391,Người 963,98G-601.55
560915308,Q-584,Người 964,69W-604.91
760669228,U-667,Người 965,39N-960.50
301085902,C-341,Người 966,71T-916.47
082891609,O-333,Người 967,50Y-781.26
999356132,W-207,Người 968,97Q-179.45
932564350,J-894,Người 969,68S-358.90
724868608,J-163,Người 970,27Z-322.71
173098512,X-436,Người 971,13S-553.30
950307617,D-790,Người 972,58J-142.13
100397822,J-269,Người 973,79K-748.12
520481964,I-867,Người 974,66Y-142.65
650256782,Y-629,Người 975,89A-574.67
433818054,W-448,Người 976,22F-781.30
988916136,S-469,Người 977,70L-521.81
495406503,I-259,Người 978,82O-797.80
585006748,P-283,Người 979,10X-794.47
472120665,G-403,Người 980,72E-557.86
086679529,G-867,Người 981,60I-419.98
576983125,X-940,Người 982,51C-317.30
398671446,O-194,Người 983,69U-885.77
812664893,C-908,Người 984,82C-793.52
093557845,O-220,Người 985,11V-616.67
008917650,D-636,Người 986,24F-639.38
648213608,U-957,Người 987,85N-956.27
070256502,K-838,Người 988,97H-125.26
490998370,M-445,Người 989,19F-680.42
049686262,I-875,Người 990,44V-876.97
251390101,K-166,Người 991,62C-247.11
884892462,X-315,Người 992,21I-860.69
913143838,Y-456,Người 993,38V-579.77
926142192,S-615,Người 994,57S-704.18
149782008,Q-899,Người 995,41E-715.95
699421310,S-252,Người 996,42B-702.11
818265095,T-782,Người 997,26R-234.43
018871120,T-863,Người 998,50Z-317.62
975072879,C-154,Người 999,21D-453.48
011795016,L-316,Người 1000,61Q-595.16
069718011,W-756,Người 1001,52Y-519.23
475827254,G-621,Người 1002,59D-846.17
901705586,K-600,Người 1003,72A-138.30
224991756,A-887,Người 1004,56R-368.14
626404509,H-264,Người 1005,47Q-365.63
150084695,J-435,Người 1006,92U-523.71
707504705,Q-766,Người 1007,13E-978.47
426815625,F-944,Người 1008,15C-263.61
610287259,P-564,Người 1009,41Q-507.76
971183231,L-352,Người 1010,16Y-941.23
116173297,R-418,Người 1011,29U-618.11
607053057,L-519,Người 1012,79O-881.63
873745490,M-373,Người 1013,15F-614.99
689291672,F-325,Người 1014,29T-443.33
766364624,K-412,Người 1015,44I-177.31
567057068,G-692,Người 1016,20T-976.77
537363687,H-902,Người 1017,86D-168.34
850391682,R-126,Người 1018,21H-612.49
870248322,O-666,Người 1019,67L-386.65
014450988,U-934,Người 1020,18P-664.11
989391644,R-125,Người 1021,36I-680.41
595379210,R-848,Người 1022,47J-935.66
015026700,S-964,Người 1023,97J-633.19
793554950,Y-284,Người 1024,44P-217.79
509627707,U-815,Người 1025,68N-943.11
800550661,Q-901,Người 1026,28S-297.64
508326484,Z-540,Người 1027,87U-896.36
054418581,S-497,Người 1028,57J-145.34
702763029,Q-266,Người 1029,49M-611.14
231142901,I-945,Người 1030,59I-641.92
489493050,U-540,Người 1031,72L-577.50
032506223,B-515,Người 1032,91U-113.99
248134550,N-405,Người 1033,42P-745.88
450317673,F-397,Người 1034,84W-900.32
392691769,G-634,Người 1035,27Y-466.10
665455451,I-410,Người 1036,29E-720.28
074696612,B-789,Người 1037,42K-935.30
906473142,Z-722,Người 1038,70Y-287.55
867653318,I-716,Người 1039,28O-528.10
626645321,X-815,Người 1040,86J-241.41
202398823,N-946,Người 1041,87R-134.68
561639953,I-861,Người 1042,81T-217.33
014227246,G-568,Người 1043,53U-845.80
063311423,V-222,Người 1044,78K-207.80
548792873,K-502,Người 1045,44Q-283.57
162863456,P-615,Người 1046,37A-332.36
740610066,L-641,Người 1047,24J-624.19
570414783,V-847,Người 1048,89Y-917.14
928837125,V-123,Người 1049,97B-629.73
219956070,O-489,Người 1050,60C-487.19
238836443,B-628,Người 1051,14K-987.26
601584186,R-338,Người 1052,18Z-437.13
804386309,H-232,Người 1053,97U-380.86
161222767,V-220,Người 1054,66W-339.88
216913279,A-736,Người 1055,99P-343.65
790428536,I-698,Người 1056,64I-771.75
022657513,J-506,Người 1057,73Y-673.62
872216326,J-420,Người 1058,44K-699.11
351866082,H-288,Người 1059,50V-257.72
970184185,X-946,Người 1060,92M-682.75
332384847,A-764,Người 1061,50L-189.90
412075928,M-529,Người 1062,79X-613.21
762120896,P-120,Người 1063,45H-983.93
677284259,Q-330,Người 1064,61W-700.63
023197053,Z-453,Người 1065,36N-813.79
704518795,T-638,Người 1066,56B-268.15
670980454,B-918,Người 1067,74S-261.86
141878956,S-969,Người 1068,82P-275.17
629797656,R-245,Người 1069,77T-175.57
247873881,S-398,Người 1070,93W-110.55
621667846,U-595,Người 1071,10I-281.10
769891976,G-444,Người 1072,66B-961.45
111961185,J-297,Người 1073,53V-620.89
879273487,G-801,Người 1074,51X-244.32
455681532,Y-825,Người 1075,72O-381.22
997391259,L-133,Người 1076,27G-533.31
461898899,D-661,Người 1077,55P-571.25
692565812,H-743,Người 1078,71W-192.61
657165981,S-681,Người 1079,36P-912.41
781990021,C-367,Người 1080,11R-179.39
289932081,Z-443,Người 1081,20H-271.26
790252661,D-477,Người 1082,92P-547.47
517940696,I-958,Người 1083,68D-572.91
495420076,X-526,Người 1084,99S-383.64
193841302,R-908,Người 1085,92E-903.65
466858701,G-752,Người 1086,83R-336.45
116108733,R-223,Người 1087,44V-952.55
208979060,Z-759,Người 1088,29J-983.24
253525343,R-240,Người 1089,41G-348.59
622047805,K-598,Người 1090,55L-134.70
846681060,C-468,Người 1091,75X-316.85
744734390,J-411,Người 1092,81C-652.80
781199438,X-187,Người 1093,35Z-449.19
193946637,F-251,Người 1094,99M-364.96
458964140,Y-596,Người 1095,75P-998.98
301053208,Y-866,Người 1096,21A-230.99
763038461,S-150,Người 1097,58M-890.56
458803598,I-148,Người 1098,44V-178.67
652586942,D-962,Người 1099,60J-493.54
812244177,X-292,Người 1100,61K-373.54
200502678,G-540,Người 1101,43I-937.61
294187635,A-149,Người 1102,87P-975.63
882774757,T-137,Người 1103,43Y-994.13
887792138,L-588,Người 1104,44K-515.59
282172449,K-175,Người 1105,17X-428.14
117384765,Y-570,Người 1106,10W-147.29
858729944,I-529,Người 1107,12R-337.71
101007466,K-555,Người 1108,10W-803.94
876424700,O-986,Người 1109,72U-829.95
546735912,L-532,Người 1110,86G-378.71
434651918,M-683,Người 1111,65B-721.58
289830635,T-725,Người 1112,20Q-513.94
830124999,T-625,Người 1113,32X-838.99
126985172,F-527,Người 1114,75D-172.24
681713934,T-930,Người 1115,35Z-847.22
476517677,D-831,Người 1116,30S-686.59
377171520,Z-622,Người 1117,57U-329.12
647550358,F-531,Người 1118,53W-317.73
972357104,M-531,Người 1119,84H-969.81
161512862,F-695,Người 1120,61A-979.27
657550371,I-792,Người 1121,71P-151.21
255299041,P-244,Người 1122,34F-907.64
887821792,L-821,Người 1123,73T-943.19
